日時,始値(BID),高値(BID),安値(BID),終値(BID),始値(ASK),高値(ASK),安値(ASK),終値(ASK)
202001300800,1576.7,1576.8,1575.3,1575.6,1577.3,1577.3,1575.8,1576
202001300801,1575.6,1575.8,1575.4,1575.6,1576,1576.2,1575.8,1576
202001300802,1575.6,1575.6,1575.2,1575.3,1576,1576,1575.6,1575.7
202001300803,1575.3,1575.3,1575.1,1575.3,1575.7,1575.7,1575.5,1575.7
202001300804,1575.3,1575.5,1575.2,1575.3,1575.7,1575.9,1575.7,1575.7
202001300805,1575.3,1575.3,1574.9,1575.1,1575.7,1575.7,1575.3,1575.5
202001300806,1575.1,1575.4,1575,1575.2,1575.5,1575.8,1575.4,1575.6
202001300807,1575.2,1575.4,1575.1,1575.4,1575.6,1575.8,1575.5,1575.8
202001300808,1575.5,1575.5,1575.2,1575.2,1575.9,1575.9,1575.6,1575.6
202001300809,1575.2,1575.8,1575.2,1575.7,1575.6,1576.2,1575.6,1576.1
202001300810,1575.7,1575.8,1575.5,1575.8,1576.1,1576.2,1575.9,1576.2
202001300811,1575.8,1576.3,1575.8,1576.3,1576.2,1576.7,1576.2,1576.7
202001300812,1576.3,1576.3,1576.1,1576.2,1576.7,1576.7,1576.5,1576.6
202001300813,1576.2,1576.4,1576,1576,1576.6,1576.8,1576.4,1576.4
202001300814,1576,1576.1,1575.8,1575.8,1576.4,1576.5,1576.2,1576.2
202001300815,1575.8,1576.1,1575.7,1576.1,1576.2,1576.5,1576.1,1576.5
202001300816,1576.1,1576.1,1575.8,1575.9,1576.5,1576.5,1576.2,1576.3
202001300817,1575.9,1576,1575.6,1575.8,1576.3,1576.4,1576,1576.2
202001300818,1575.8,1576,1575.7,1575.8,1576.2,1576.4,1576.1,1576.2
202001300819,1575.8,1575.8,1575.6,1575.7,1576.2,1576.2,1576,1576.1
202001300820,1575.7,1576.1,1575.7,1575.9,1576.1,1576.5,1576.1,1576.3
202001300821,1575.9,1576.2,1575.9,1576.2,1576.3,1576.6,1576.3,1576.6
202001300822,1576.2,1576.2,1576,1576,1576.6,1576.6,1576.4,1576.4
202001300823,1576,1576.1,1576,1576,1576.4,1576.5,1576.4,1576.4
202001300824,1576,1576.3,1576,1576.3,1576.4,1576.7,1576.4,1576.7
