日時,始値(BID),高値(BID),安値(BID),終値(BID),始値(ASK),高値(ASK),安値(ASK),終値(ASK)
202006040700,1699.2,1699.5,1698.6,1699.3,1701.5,1701.6,1700.6,1701.2
202006040701,1699.4,1699.5,1698.8,1699.2,1700.9,1700.9,1700.3,1700.6
202006040702,1699.2,1699.7,1699.1,1699.1,1700.6,1700.9,1700.5,1700.5
202006040703,1699.1,1699.4,1699.1,1699.4,1700.5,1700.7,1700.5,1700.7
202006040704,1699.4,1699.4,1698.7,1698.7,1700.7,1700.7,1700.1,1700.1
202006040705,1698.7,1698.9,1698.7,1698.7,1700.2,1700.3,1700.1,1700.2
202006040706,1698.7,1698.9,1698.1,1698.7,1700.2,1700.3,1699.7,1700.2
202006040707,1698.7,1699.3,1698.7,1699.1,1700.2,1700.7,1700.2,1700.5
202006040708,1699.1,1699.1,1698.9,1699,1700.5,1700.6,1700.3,1700.5
202006040709,1699,1699,1698.5,1698.8,1700.5,1700.5,1700,1700.3
202006040710,1698.8,1699.2,1698.8,1699.2,1700.3,1700.4,1700.2,1700.3
202006040711,1699.2,1699.2,1698.7,1698.8,1700.3,1700.3,1700.1,1700.2
202006040712,1698.8,1699.6,1698.8,1699.2,1700.2,1700.5,1700.1,1700.1
202006040713,1699.2,1699.2,1698.4,1698.5,1700.1,1700.2,1699.5,1699.8
202006040714,1698.5,1698.9,1698.5,1698.6,1699.8,1699.9,1699.5,1699.6
202006040715,1698.5,1698.5,1698.3,1698.5,1699.6,1699.6,1699.4,1699.5
202006040716,1698.5,1699,1698.5,1698.7,1699.5,1699.9,1699.4,1699.4
202006040717,1698.7,1698.7,1698.4,1698.5,1699.4,1699.7,1699.4,1699.7
202006040718,1698.5,1699.1,1698.5,1698.9,1699.7,1700.2,1699.6,1699.8
202006040719,1698.9,1699,1698.3,1698.5,1700,1700,1699.3,1699.4
202006040720,1698.5,1698.6,1698.4,1698.4,1699.4,1699.4,1699.2,1699.4
202006040721,1698.4,1698.5,1698.4,1698.5,1699.4,1699.5,1699.3,1699.3
202006040722,1698.5,1698.5,1698.4,1698.4,1699.3,1699.4,1699.2,1699.4
202006040723,1698.4,1698.5,1698.3,1698.4,1699.4,1699.5,1699.2,1699.5
202006040724,1698.4,1698.6,1698.4,1698.6,1699.5,1699.6,1699.4,1699.6
202006040725,1698.6,1698.6,1698.4,1698.4,1699.6,1699.6,1699.4,1699.5
202006040726,1698.4,1698.6,1698.4,1698.4,1699.5,1699.7,1699.3,1699.3
202006040727,1698.4,1698.6,1697.7,1697.8,1699.4,1699.6,1698.5,1698.8
202006040728,1697.8,1697.9,1697.5,1697.5,1698.9,1698.9,1698.3,1698.3
202006040729,1697.5,1697.8,1697.4,1697.7,1698.3,1698.8,1698.2,1698.7
202006040730,1697.8,1698,1697.5,1697.7,1698.5,1699.1,1697.9,1698.9
202006040731,1697.7,1698,1697.3,1697.4,1698.9,1699.1,1698.6,1698.7
202006040732,1697.4,1697.5,1697.3,1697.4,1698.6,1698.8,1698.6,1698.7
202006040733,1697.4,1697.4,1697.3,1697.3,1698.7,1698.7,1698.6,1698.6
202006040734,1697.2,1697.6,1697.2,1697.6,1698.5,1698.9,1698.4,1698.9
202006040735,1697.6,1697.6,1697.3,1697.3,1698.9,1698.9,1698.6,1698.6
202006040736,1697.3,1697.5,1697.3,1697.3,1698.6,1698.7,1698.5,1698.5
202006040737,1697.3,1697.4,1696.7,1696.8,1698.5,1698.6,1697.8,1697.9
202006040738,1696.8,1697.9,1696.6,1697.8,1697.9,1699.1,1697.7,1699
202006040739,1697.8,1697.9,1697.6,1697.8,1699,1699.1,1698.8,1699.1
202006040740,1697.8,1697.9,1697.7,1697.8,1699.1,1699.1,1698.9,1699
202006040741,1697.8,1697.8,1697.6,1697.7,1699,1699,1698.6,1698.8
202006040742,1697.7,1697.9,1697.7,1697.9,1698.8,1699,1698.8,1699
202006040743,1697.9,1698.2,1697.9,1697.9,1699,1699.1,1698.8,1698.8
202006040744,1697.9,1698.4,1697.8,1698.2,1698.8,1699.5,1698.8,1699.3
202006040745,1698.2,1698.7,1698.2,1698.6,1699.2,1699.7,1699.1,1699.6
202006040746,1698.6,1698.6,1698.3,1698.4,1699.6,1699.7,1699.3,1699.3
202006040747,1698.4,1698.7,1698.3,1698.4,1699.3,1699.3,1699,1699
202006040748,1698.4,1698.4,1697.7,1697.7,1699,1699,1698.7,1698.7
202006040749,1697.7,1697.9,1697.6,1697.7,1698.7,1698.9,1698.5,1698.5
202006040750,1697.7,1698.4,1697.6,1698.4,1698.5,1699.2,1698.5,1699.1
202006040751,1698.4,1698.4,1698,1698.2,1699.2,1699.3,1699,1699.3
202006040752,1698.2,1698.3,1698.2,1698.3,1699.3,1699.3,1699.2,1699.3
202006040753,1698.3,1698.3,1698,1698.2,1699.3,1699.3,1699.1,1699.3
202006040754,1698.2,1698.2,1698,1698.1,1699.2,1699.3,1699,1699.2
202006040755,1698.1,1698.3,1698.1,1698.3,1699.2,1699.3,1699.1,1699.3
202006040756,1698.3,1698.7,1698.2,1698.6,1699.3,1699.7,1699.3,1699.7
202006040757,1698.7,1698.8,1698.5,1698.5,1699.7,1699.8,1699.5,1699.5
202006040758,1698.5,1698.7,1698.5,1698.7,1699.5,1699.7,1699.5,1699.7
202006040759,1698.7,1699,1698.6,1699,1699.7,1699.9,1699.6,1699.8
202006040800,1699,1699.2,1698.8,1699.1,1699.8,1699.9,1699.6,1699.8
202006040801,1699.1,1699.1,1699,1699,1699.8,1699.8,1699.7,1699.7
202006040802,1699,1699,1698.6,1698.7,1699.7,1699.7,1699.4,1699.6
202006040803,1698.7,1698.9,1698.5,1698.7,1699.6,1699.8,1699.4,1699.5
202006040804,1698.7,1698.9,1698.6,1698.8,1699.5,1699.7,1699.5,1699.6
202006040805,1698.8,1699,1698.8,1699,1699.6,1699.9,1699.5,1699.9
202006040806,1699,1699,1698.8,1698.8,1699.9,1699.9,1699.7,1699.8
202006040807,1698.8,1699,1698.8,1698.8,1699.8,1700,1699.8,1699.8
202006040808,1698.9,1698.9,1698.5,1698.6,1699.7,1699.8,1699.5,1699.6
202006040809,1698.6,1698.8,1698.5,1698.7,1699.6,1699.8,1699.6,1699.7
202006040810,1698.7,1698.7,1698.6,1698.6,1699.7,1699.7,1699.6,1699.6
202006040811,1698.6,1698.7,1698.4,1698.5,1699.6,1699.7,1699.4,1699.4
202006040812,1698.5,1698.6,1698.4,1698.6,1699.4,1699.5,1699.4,1699.5
202006040813,1698.6,1698.7,1698.5,1698.7,1699.5,1699.6,1699.5,1699.6
202006040814,1698.7,1698.9,1698.5,1698.9,1699.6,1699.8,1699.4,1699.8
202006040815,1698.9,1698.9,1698.9,1698.9,1699.8,1699.9,1699.8,1699.9
202006040816,1698.9,1698.9,1698.6,1698.6,1699.9,1699.9,1699.6,1699.6
202006040817,1698.6,1699,1698.6,1698.9,1699.6,1699.9,1699.6,1699.9
202006040818,1698.9,1699,1698.9,1699,1699.9,1700,1699.9,1700
202006040819,1699,1699,1698.8,1698.8,1700,1700,1699.8,1699.8
202006040820,1698.8,1699.1,1698.8,1699.1,1699.8,1700.1,1699.8,1700.1
202006040821,1699.1,1699.2,1699,1699,1700.1,1700.2,1700,1700
202006040822,1699,1699.1,1698.9,1699.1,1700,1700.1,1699.9,1700.1
202006040823,1699.1,1699.2,1699,1699,1700.1,1700.2,1700,1700.1
202006040824,1699.1,1699.1,1698.7,1698.9,1700.1,1700.1,1699.7,1699.9
202006040825,1698.9,1699,1698.8,1699,1699.9,1700,1699.8,1700
202006040826,1699,1699,1698.9,1698.9,1700,1700,1699.9,1699.9
202006040827,1698.9,1699,1698.9,1699,1699.9,1700.1,1699.9,1700.1
202006040828,1699.1,1699.1,1698.6,1698.6,1700.1,1700.1,1699.7,1699.7
202006040829,1698.6,1698.9,1698.6,1698.7,1699.7,1699.9,1699.7,1699.7
202006040830,1698.7,1698.7,1698.6,1698.7,1699.7,1699.8,1699.6,1699.8
202006040831,1698.7,1698.9,1698.6,1698.9,1699.8,1699.9,1699.7,1699.9
202006040832,1698.9,1699,1698.7,1699,1699.9,1700,1699.7,1700
202006040833,1699,1699.1,1698.7,1698.7,1700,1700.1,1699.6,1699.6
202006040834,1698.7,1698.8,1698.6,1698.7,1699.6,1699.7,1699.5,1699.6
