日時,始値(BID),高値(BID),安値(BID),終値(BID),始値(ASK),高値(ASK),安値(ASK),終値(ASK)
202006100700,1713.8,1714.9,1713.8,1714.9,1714.7,1716.2,1714.5,1715.9
202006100701,1714.7,1715.5,1714.7,1715.1,1715.7,1715.9,1715.3,1715.6
202006100702,1715.1,1715.1,1714.2,1714.5,1715.6,1715.7,1714.6,1715
202006100703,1714.4,1715,1714.1,1714.9,1714.9,1715.8,1714.9,1715.5
202006100704,1714.9,1715.9,1714.8,1715.7,1715.5,1716.8,1715.5,1716.2
202006100705,1715.7,1716.1,1715.7,1715.9,1716.2,1716.6,1716.2,1716.5
202006100706,1715.9,1716.3,1715.6,1716.2,1716.5,1716.7,1716.3,1716.7
202006100707,1716.2,1716.8,1716.2,1716.8,1716.7,1717.3,1716.7,1717.2
202006100708,1716.7,1716.7,1716.6,1716.6,1717.3,1717.3,1717,1717
202006100709,1716.6,1716.6,1716.3,1716.3,1717,1717.1,1716.8,1716.8
202006100710,1716.3,1716.4,1716.2,1716.4,1716.8,1716.8,1716.7,1716.8
202006100711,1716.4,1716.7,1716.2,1716.4,1716.8,1717.3,1716.7,1717
202006100712,1716.4,1716.5,1716.2,1716.5,1717,1717,1716.7,1716.9
202006100713,1716.5,1716.5,1716.3,1716.4,1716.9,1717,1716.8,1716.9
202006100714,1716.4,1716.5,1715.8,1715.9,1716.9,1716.9,1716.2,1716.3
202006100715,1715.9,1716.1,1715.6,1716,1716.3,1716.6,1716,1716.4
202006100716,1716,1716.1,1716,1716.1,1716.4,1716.6,1716.4,1716.5
202006100717,1716.1,1716.1,1715.2,1715.2,1716.5,1716.5,1715.6,1715.6
202006100718,1715.1,1715.4,1715,1715.3,1715.5,1716.2,1715.5,1716.2
202006100719,1715.3,1715.7,1715.2,1715.5,1716.2,1716.5,1715.9,1716.3
202006100720,1715.5,1715.5,1715.4,1715.4,1716.3,1716.3,1716.1,1716.1
202006100721,1715.4,1715.5,1715.4,1715.5,1716.1,1716.2,1716.1,1716.2
