日時,始値(BID),高値(BID),安値(BID),終値(BID),始値(ASK),高値(ASK),安値(ASK),終値(ASK)
201804020700,1325.8,1326.2,1325.6,1326.2,1326.2,1327,1326,1326.6
201804020701,1326.2,1326.6,1326.1,1326.2,1326.6,1327,1326.5,1326.6
201804020702,1326.2,1326.2,1325.6,1325.6,1326.6,1326.6,1326,1326
201804020703,1325.5,1325.7,1325.5,1325.7,1325.9,1326.1,1325.9,1326.1
201804020704,1325.7,1325.7,1325.6,1325.7,1326.1,1326.1,1326,1326.1
201804020705,1325.7,1326,1325.4,1325.4,1326.1,1326.4,1325.8,1325.8
201804020706,1325.4,1325.4,1325.2,1325.2,1325.8,1325.8,1325.6,1325.6
201804020707,1325.2,1325.2,1325,1325,1325.6,1325.6,1325.4,1325.4
201804020708,1325,1325.1,1325,1325,1325.4,1325.5,1325.4,1325.4
201804020709,1325,1325.3,1325,1325.3,1325.4,1325.7,1325.4,1325.7
201804020710,1325.3,1325.4,1325.1,1325.1,1325.7,1325.8,1325.5,1325.5
201804020711,1325.1,1325.3,1325.1,1325.2,1325.5,1325.7,1325.5,1325.6
201804020712,1325.2,1325.3,1325.1,1325.2,1325.6,1325.7,1325.5,1325.6
201804020713,1325.2,1325.2,1325.1,1325.1,1325.6,1325.6,1325.5,1325.5
201804020714,1325.1,1325.2,1325.1,1325.2,1325.5,1325.6,1325.5,1325.6
201804020715,1325.2,1325.4,1325.2,1325.4,1325.6,1325.8,1325.6,1325.8
201804020716,1325.4,1325.4,1325.3,1325.4,1325.8,1325.8,1325.7,1325.8
201804020717,1325.4,1325.4,1325.3,1325.4,1325.8,1325.8,1325.7,1325.8
201804020718,1325.5,1325.6,1325.4,1325.5,1325.9,1326,1325.8,1325.9
201804020719,1325.5,1325.6,1325.4,1325.4,1325.9,1326,1325.8,1325.8
201804020720,1325.4,1325.5,1325.3,1325.4,1325.8,1325.9,1325.7,1325.8
201804020721,1325.4,1325.5,1325.4,1325.4,1325.8,1325.9,1325.8,1325.8
201804020722,1325.4,1325.5,1325.4,1325.5,1325.8,1325.9,1325.8,1325.9
201804020723,1325.5,1325.5,1325.3,1325.4,1325.9,1325.9,1325.7,1325.8
201804020724,1325.4,1325.6,1325.4,1325.5,1325.8,1326,1325.8,1325.9
201804020725,1325.5,1325.5,1325.1,1325.2,1325.9,1325.9,1325.5,1325.6
201804020726,1325.2,1325.3,1325.2,1325.2,1325.6,1325.7,1325.6,1325.6
201804020727,1325.2,1325.3,1325.2,1325.3,1325.6,1325.7,1325.6,1325.7
201804020728,1325.3,1325.3,1325.2,1325.3,1325.7,1325.7,1325.6,1325.7
201804020729,1325.3,1325.4,1325.3,1325.3,1325.7,1325.8,1325.7,1325.7
201804020730,1325.3,1325.3,1325,1325.2,1325.7,1325.7,1325.4,1325.6
201804020731,1325.2,1325.3,1324.8,1325,1325.6,1325.7,1325.2,1325.4
201804020732,1325,1325,1324.7,1324.8,1325.4,1325.4,1325.1,1325.2
201804020733,1324.8,1324.8,1324.7,1324.8,1325.2,1325.2,1325.1,1325.2
201804020734,1324.8,1324.9,1324.7,1324.8,1325.2,1325.3,1325.1,1325.2
201804020735,1324.8,1324.9,1324.7,1324.9,1325.2,1325.3,1325.1,1325.3
201804020736,1324.9,1325,1324.9,1325,1325.3,1325.4,1325.3,1325.4
201804020737,1325,1325.1,1325,1325.1,1325.4,1325.5,1325.4,1325.5
201804020738,1325.1,1325.1,1325.1,1325.1,1325.5,1325.5,1325.5,1325.5
201804020739,1325.1,1325.1,1325,1325.1,1325.5,1325.5,1325.4,1325.5
201804020740,1325.1,1325.2,1325.1,1325.1,1325.5,1325.6,1325.5,1325.5
201804020741,1325.1,1325.1,1325,1325,1325.5,1325.5,1325.4,1325.4
201804020742,1325,1325.1,1325,1325,1325.4,1325.5,1325.4,1325.4
201804020743,1324.9,1325.1,1324.9,1325.1,1325.3,1325.5,1325.3,1325.5
201804020744,1325.1,1325.1,1325.1,1325.1,1325.5,1325.5,1325.5,1325.5
201804020745,1325.1,1325.2,1325,1325.1,1325.5,1325.6,1325.4,1325.5
201804020746,1325.1,1325.2,1325.1,1325.2,1325.5,1325.6,1325.5,1325.6
201804020747,1325.2,1325.2,1325.1,1325.2,1325.6,1325.6,1325.5,1325.6
201804020748,1325.2,1325.4,1325.2,1325.4,1325.6,1325.8,1325.6,1325.8
201804020749,1325.4,1325.6,1325.3,1325.6,1325.8,1326,1325.7,1326
201804020750,1325.6,1325.7,1325.5,1325.7,1326,1326.1,1325.9,1326.1
201804020751,1325.7,1325.7,1325.6,1325.7,1326.1,1326.1,1326,1326.1
201804020752,1325.7,1325.9,1325.5,1325.9,1326.1,1326.3,1325.9,1326.3
201804020753,1325.9,1326,1325.9,1325.9,1326.3,1326.4,1326.3,1326.3
201804020754,1325.9,1325.9,1325.8,1325.9,1326.3,1326.3,1326.2,1326.3
201804020755,1325.8,1325.9,1325.8,1325.9,1326.2,1326.3,1326.2,1326.3
201804020756,1325.9,1326,1325.9,1326,1326.3,1326.4,1326.3,1326.4
201804020757,1326,1326.2,1326,1326.1,1326.4,1326.6,1326.4,1326.5
201804020758,1326.1,1326.1,1326.1,1326.1,1326.5,1326.5,1326.5,1326.5
201804020759,1326.1,1326.2,1326.1,1326.1,1326.5,1326.6,1326.5,1326.5
201804020800,1326.1,1326.1,1326,1326,1326.5,1326.5,1326.4,1326.4
201804020801,1326,1326.2,1326,1326.2,1326.4,1326.6,1326.4,1326.6
201804020802,1326.2,1326.6,1326.1,1326.6,1326.6,1327,1326.5,1327
201804020803,1326.6,1327,1326.5,1326.9,1327,1327.4,1326.9,1327.3
201804020804,1326.9,1327.1,1326.8,1327.1,1327.3,1327.5,1327.2,1327.5
201804020805,1327.1,1327.1,1326.7,1326.7,1327.5,1327.5,1327.1,1327.1
201804020806,1326.7,1326.9,1326.7,1326.8,1327.1,1327.3,1327.1,1327.2
201804020807,1326.8,1326.8,1326.7,1326.7,1327.2,1327.2,1327.1,1327.1
201804020808,1326.7,1326.8,1326.6,1326.8,1327.1,1327.2,1327,1327.2
201804020809,1326.7,1326.8,1326.6,1326.7,1327.1,1327.2,1327,1327.1
201804020810,1326.7,1327,1326.7,1327,1327.1,1327.4,1327.1,1327.4
201804020811,1327,1327,1326.8,1326.8,1327.4,1327.4,1327.2,1327.2
201804020812,1326.8,1327.1,1326.8,1327.1,1327.2,1327.5,1327.2,1327.5
201804020813,1327.1,1327.1,1326.9,1327,1327.5,1327.5,1327.3,1327.4
201804020814,1327,1327,1326.9,1326.9,1327.4,1327.4,1327.3,1327.3
201804020815,1326.9,1327.1,1326.9,1327.1,1327.3,1327.5,1327.3,1327.5
201804020816,1327.1,1327.2,1327.1,1327.1,1327.5,1327.6,1327.5,1327.5
201804020817,1327.1,1327.1,1327,1327.1,1327.5,1327.5,1327.4,1327.5
201804020818,1327.1,1327.1,1327,1327,1327.5,1327.5,1327.4,1327.4
201804020819,1327,1327,1326.9,1326.9,1327.4,1327.4,1327.3,1327.3
201804020820,1326.9,1327,1326.9,1327,1327.3,1327.4,1327.3,1327.4
201804020821,1327,1327,1326.9,1327,1327.4,1327.4,1327.3,1327.4
201804020822,1327,1327,1326.9,1327,1327.4,1327.4,1327.3,1327.4
201804020823,1327,1327.1,1327,1327,1327.4,1327.5,1327.4,1327.4
201804020824,1327,1327,1326.9,1326.9,1327.4,1327.4,1327.3,1327.3
201804020825,1326.9,1327,1326.7,1326.7,1327.3,1327.4,1327.1,1327.1
201804020826,1326.7,1326.8,1326.7,1326.7,1327.1,1327.2,1327.1,1327.1
201804020827,1326.7,1326.7,1326.7,1326.7,1327.1,1327.1,1327.1,1327.1
201804020828,1326.7,1326.7,1326.7,1326.7,1327.1,1327.1,1327.1,1327.1
201804020829,1326.7,1326.8,1326.7,1326.8,1327.1,1327.2,1327.1,1327.2
201804020830,1326.8,1327,1326.8,1327,1327.2,1327.4,1327.2,1327.4
201804020831,1327,1327.1,1326.9,1327,1327.4,1327.5,1327.3,1327.4
201804020832,1327.1,1327.3,1327.1,1327.3,1327.5,1327.7,1327.5,1327.7
201804020833,1327.3,1327.4,1327.2,1327.3,1327.7,1327.8,1327.6,1327.7
201804020834,1327.3,1327.3,1327.2,1327.2,1327.7,1327.7,1327.6,1327.6
201804020835,1327.2,1327.2,1326.8,1327,1327.6,1327.6,1327.2,1327.4
201804020836,1327,1327,1326.9,1326.9,1327.4,1327.4,1327.3,1327.3
201804020837,1326.9,1326.9,1326.8,1326.8,1327.3,1327.3,1327.2,1327.2
201804020838,1326.8,1326.8,1326.7,1326.7,1327.2,1327.2,1327.1,1327.1
201804020839,1326.7,1326.8,1326.7,1326.7,1327.1,1327.2,1327.1,1327.1
201804020840,1326.7,1326.8,1326.6,1326.7,1327.1,1327.2,1327,1327.1
201804020841,1326.7,1326.9,1326.7,1326.8,1327.1,1327.3,1327.1,1327.2
201804020842,1326.8,1326.9,1326.7,1326.8,1327.2,1327.3,1327.1,1327.2
201804020843,1326.8,1326.8,1326.7,1326.8,1327.2,1327.2,1327.1,1327.2
201804020844,1326.7,1326.7,1326.7,1326.7,1327.1,1327.1,1327.1,1327.1
201804020845,1326.7,1326.9,1326.7,1326.9,1327.1,1327.3,1327.1,1327.3
201804020846,1326.9,1327.1,1326.9,1327.1,1327.3,1327.5,1327.3,1327.5
201804020847,1327,1327.1,1327,1327.1,1327.4,1327.5,1327.4,1327.5
201804020848,1327.1,1327.1,1327,1327,1327.5,1327.5,1327.4,1327.4
201804020849,1327,1327.1,1327,1327,1327.4,1327.5,1327.4,1327.4
201804020850,1327,1327.2,1327,1327.1,1327.4,1327.6,1327.4,1327.5
201804020851,1327.1,1327.1,1327.1,1327.1,1327.5,1327.5,1327.5,1327.5
201804020852,1327.1,1327.2,1327.1,1327.2,1327.5,1327.6,1327.5,1327.6
201804020853,1327.2,1327.2,1327,1327,1327.6,1327.6,1327.4,1327.4
201804020854,1327,1327,1326.7,1326.8,1327.4,1327.4,1327.1,1327.2
201804020855,1326.8,1326.9,1326.8,1326.8,1327.2,1327.3,1327.2,1327.2
201804020856,1326.8,1326.9,1326.8,1326.9,1327.2,1327.3,1327.2,1327.3
201804020857,1326.9,1326.9,1326.7,1326.7,1327.3,1327.3,1327.1,1327.1
201804020858,1326.7,1326.7,1326.2,1326.2,1327.1,1327.1,1326.6,1326.6
201804020859,1326.2,1326.6,1326.2,1326.6,1326.6,1327,1326.6,1327
201804020900,1326.6,1326.8,1326.5,1326.8,1327,1327.2,1326.9,1327.2
201804020901,1326.8,1326.8,1326.5,1326.8,1327.2,1327.2,1326.9,1327.2
201804020902,1326.8,1326.8,1326.3,1326.3,1327.2,1327.2,1326.7,1326.7
201804020903,1326.3,1326.4,1326.3,1326.3,1326.7,1326.8,1326.7,1326.7
201804020904,1326.3,1326.3,1326.1,1326.2,1326.7,1326.7,1326.5,1326.6
201804020905,1326.2,1326.3,1325.8,1325.8,1326.6,1326.7,1326.2,1326.2
201804020906,1325.8,1325.8,1325.7,1325.7,1326.2,1326.2,1326.1,1326.1
201804020907,1325.7,1326,1325.7,1326,1326.1,1326.4,1326.1,1326.4
201804020908,1326,1326,1325.6,1325.9,1326.4,1326.4,1326,1326.3
201804020909,1325.9,1325.9,1325.7,1325.7,1326.3,1326.3,1326.1,1326.1
201804020910,1325.7,1326,1325.7,1325.7,1326.1,1326.4,1326.1,1326.1
201804020911,1325.7,1325.8,1325.6,1325.8,1326.1,1326.2,1326,1326.2
201804020912,1325.8,1326.1,1325.8,1326,1326.2,1326.5,1326.2,1326.4
201804020913,1326,1326.2,1326,1326.2,1326.4,1326.6,1326.4,1326.6
201804020914,1326.2,1326.3,1325.9,1326.1,1326.6,1326.7,1326.3,1326.5
201804020915,1326.1,1326.2,1326,1326,1326.5,1326.6,1326.4,1326.4
201804020916,1326.1,1326.2,1326,1326.1,1326.5,1326.6,1326.4,1326.5
201804020917,1326.1,1326.2,1326.1,1326.1,1326.5,1326.6,1326.5,1326.5
201804020918,1326.1,1326.1,1326,1326,1326.5,1326.5,1326.4,1326.4
201804020919,1326,1326.1,1326,1326.1,1326.4,1326.5,1326.4,1326.5
201804020920,1326.1,1326.4,1326.1,1326.4,1326.5,1326.8,1326.5,1326.8
201804020921,1326.4,1326.4,1326.2,1326.4,1326.8,1326.8,1326.6,1326.8
201804020922,1326.4,1326.6,1326.4,1326.6,1326.8,1327,1326.8,1327
201804020923,1326.6,1326.6,1326.4,1326.6,1327,1327,1326.8,1327
201804020924,1326.6,1326.6,1326.4,1326.4,1327,1327,1326.8,1326.8
201804020925,1326.4,1326.4,1326.1,1326.2,1326.8,1326.8,1326.5,1326.6
201804020926,1326.2,1326.6,1326.2,1326.5,1326.6,1327,1326.6,1326.9
201804020927,1326.5,1326.5,1326.3,1326.3,1326.9,1326.9,1326.7,1326.7
201804020928,1326.3,1326.5,1326.3,1326.4,1326.7,1326.9,1326.7,1326.8
201804020929,1326.4,1326.5,1326.4,1326.5,1326.8,1326.9,1326.8,1326.9
201804020930,1326.4,1326.4,1326.3,1326.3,1326.8,1326.8,1326.7,1326.7
201804020931,1326.3,1326.4,1326.2,1326.4,1326.7,1326.8,1326.6,1326.8
201804020932,1326.4,1326.4,1326.3,1326.4,1326.8,1326.8,1326.7,1326.8
201804020933,1326.4,1326.7,1326.4,1326.6,1326.8,1327.1,1326.8,1327
201804020934,1326.6,1326.7,1326.5,1326.6,1327,1327.1,1326.9,1327
201804020935,1326.6,1326.6,1326.4,1326.4,1327,1327,1326.8,1326.8
201804020936,1326.4,1326.4,1326.2,1326.2,1326.8,1326.8,1326.6,1326.6
201804020937,1326.2,1326.2,1326.2,1326.2,1326.6,1326.6,1326.6,1326.6
201804020938,1326.2,1326.2,1325.9,1326,1326.6,1326.6,1326.3,1326.4
201804020939,1326,1326.1,1326,1326.1,1326.4,1326.5,1326.4,1326.5
201804020940,1326.1,1326.1,1326,1326,1326.5,1326.5,1326.4,1326.4
201804020941,1326,1326.1,1325.9,1326,1326.4,1326.5,1326.3,1326.4
201804020942,1326,1326,1325.9,1326,1326.4,1326.4,1326.3,1326.4
201804020943,1326,1326.1,1326,1326.1,1326.4,1326.5,1326.4,1326.5
201804020944,1326.2,1326.2,1326,1326,1326.6,1326.6,1326.4,1326.4
201804020945,1326,1326.1,1326,1326.1,1326.4,1326.5,1326.4,1326.5
201804020946,1326.1,1326.2,1326.1,1326.1,1326.5,1326.6,1326.5,1326.5
201804020947,1326.1,1326.1,1326,1326.1,1326.5,1326.5,1326.4,1326.5
201804020948,1326.1,1326.6,1326.1,1326.5,1326.5,1327,1326.5,1326.9
201804020949,1326.5,1326.6,1326.4,1326.5,1326.9,1327,1326.8,1326.9
201804020950,1326.5,1326.6,1326.4,1326.4,1326.9,1327,1326.8,1326.8
201804020951,1326.4,1326.5,1326.2,1326.2,1326.8,1326.9,1326.6,1326.6
201804020952,1326.2,1326.2,1326,1326.1,1326.6,1326.6,1326.4,1326.5
201804020953,1326.1,1326.2,1326.1,1326.2,1326.5,1326.6,1326.5,1326.6
201804020954,1326.2,1326.4,1326.2,1326.2,1326.6,1326.8,1326.6,1326.6
201804020955,1326.1,1326.3,1326.1,1326.2,1326.5,1326.7,1326.5,1326.6
201804020956,1326.2,1326.4,1326.2,1326.2,1326.6,1326.8,1326.6,1326.6
201804020957,1326.2,1326.5,1326.2,1326.5,1326.6,1326.9,1326.6,1326.9
201804020958,1326.5,1326.6,1326.5,1326.6,1326.9,1327,1326.9,1327
201804020959,1326.6,1326.7,1326.6,1326.7,1327,1327.1,1327,1327.1
201804021000,1326.6,1327.5,1326.6,1327.4,1327,1327.9,1327,1327.8
201804021001,1327.4,1327.7,1327.3,1327.5,1327.8,1328.1,1327.7,1327.9
201804021002,1327.5,1327.7,1327.2,1327.4,1327.9,1328.1,1327.6,1327.8
201804021003,1327.5,1327.8,1327.5,1327.8,1327.9,1328.2,1327.9,1328.2
201804021004,1327.8,1328.1,1327.8,1327.9,1328.2,1328.5,1328.2,1328.3
201804021005,1327.9,1328.4,1327.9,1328.3,1328.3,1328.8,1328.3,1328.7
201804021006,1328.3,1328.5,1328,1328.2,1328.7,1328.9,1328.4,1328.6
201804021007,1328.2,1328.5,1328.2,1328.5,1328.6,1328.9,1328.6,1328.9
201804021008,1328.5,1328.6,1328.2,1328.3,1328.9,1329,1328.6,1328.7
201804021009,1328.3,1328.5,1328.1,1328.2,1328.7,1328.9,1328.5,1328.6
201804021010,1328.2,1328.6,1328.1,1328.5,1328.6,1329,1328.5,1328.9
201804021011,1328.5,1328.6,1328.5,1328.5,1328.9,1329,1328.9,1328.9
201804021012,1328.5,1328.5,1328.3,1328.3,1328.9,1328.9,1328.7,1328.7
201804021013,1328.4,1328.4,1328.2,1328.3,1328.8,1328.8,1328.6,1328.7
201804021014,1328.3,1328.3,1328.2,1328.2,1328.7,1328.7,1328.6,1328.6
201804021015,1328.3,1328.3,1328,1328,1328.7,1328.7,1328.4,1328.4
201804021016,1328,1328.1,1327.9,1328,1328.4,1328.5,1328.3,1328.4
201804021017,1328,1328.1,1328,1328.1,1328.4,1328.5,1328.4,1328.5
201804021018,1328.1,1328.2,1328,1328.2,1328.5,1328.6,1328.4,1328.6
201804021019,1328.2,1328.8,1328.2,1328.7,1328.6,1329.2,1328.6,1329.1
201804021020,1328.7,1328.9,1328.5,1328.8,1329.1,1329.3,1328.9,1329.2
201804021021,1328.8,1328.8,1328.7,1328.8,1329.2,1329.2,1329.1,1329.2
201804021022,1328.8,1328.8,1328.7,1328.8,1329.2,1329.2,1329.1,1329.2
