日時,始値(BID),高値(BID),安値(BID),終値(BID),始値(ASK),高値(ASK),安値(ASK),終値(ASK)
201902130800,1309.2,1310.9,1309.2,1310.9,1311.2,1311.3,1310.8,1311.3
201902130801,1310.9,1310.9,1310.8,1310.9,1311.3,1311.3,1311.2,1311.3
201902130802,1310.9,1311,1310.9,1311,1311.3,1311.4,1311.3,1311.4
201902130803,1311,1311.1,1311,1311.1,1311.4,1311.5,1311.4,1311.5
201902130804,1311.1,1311.1,1311.1,1311.1,1311.5,1311.5,1311.5,1311.5
201902130805,1311.1,1311.1,1311.1,1311.1,1311.5,1311.5,1311.5,1311.5
201902130806,1311.1,1311.2,1311.1,1311.2,1311.5,1311.6,1311.5,1311.6
201902130807,1311.2,1311.2,1311.1,1311.1,1311.6,1311.6,1311.5,1311.5
201902130808,1311.1,1311.1,1311,1311.1,1311.5,1311.5,1311.4,1311.5
201902130809,1311.1,1311.2,1311.1,1311.2,1311.5,1311.6,1311.5,1311.6
201902130810,1311.2,1311.2,1311.1,1311.2,1311.6,1311.6,1311.5,1311.6
201902130811,1311.2,1311.2,1311.2,1311.2,1311.6,1311.6,1311.6,1311.6
201902130812,1311.2,1311.3,1311.2,1311.2,1311.6,1311.7,1311.6,1311.6
201902130813,1311.2,1311.3,1311.2,1311.3,1311.6,1311.7,1311.6,1311.7
201902130814,1311.3,1311.3,1311.3,1311.3,1311.7,1311.7,1311.7,1311.7
201902130815,1311.3,1311.3,1311.3,1311.3,1311.7,1311.7,1311.7,1311.7
201902130816,1311.3,1311.3,1311.3,1311.3,1311.7,1311.7,1311.7,1311.7
201902130817,1311.3,1311.3,1311.3,1311.3,1311.7,1311.7,1311.7,1311.7
201902130818,1311.3,1311.3,1311.3,1311.3,1311.7,1311.7,1311.7,1311.7
201902130819,1311.3,1311.3,1311.2,1311.2,1311.7,1311.7,1311.6,1311.6
201902130820,1311.2,1311.2,1311.1,1311.1,1311.6,1311.6,1311.5,1311.5
201902130821,1311.1,1311.2,1311.1,1311.1,1311.5,1311.6,1311.5,1311.5
201902130822,1311.1,1311.1,1311.1,1311.1,1311.5,1311.5,1311.5,1311.5
201902130823,1311.1,1311.1,1311.1,1311.1,1311.5,1311.5,1311.5,1311.5
201902130824,1311.1,1311.1,1311.1,1311.1,1311.5,1311.5,1311.5,1311.5
201902130825,1311.1,1311.1,1311,1311.1,1311.5,1311.5,1311.4,1311.5
201902130826,1311.1,1311.1,1311.1,1311.1,1311.5,1311.5,1311.5,1311.5
201902130827,1311.1,1311.1,1311.1,1311.1,1311.5,1311.5,1311.5,1311.5
201902130828,1311.1,1311.3,1311.1,1311.3,1311.5,1311.7,1311.5,1311.7
201902130829,1311.3,1311.3,1311.3,1311.3,1311.7,1311.7,1311.7,1311.7
201902130830,1311.3,1311.6,1311.3,1311.6,1311.7,1312,1311.7,1312
201902130831,1311.6,1311.7,1311.6,1311.6,1312,1312.1,1312,1312
201902130832,1311.6,1311.6,1311.5,1311.5,1312,1312,1311.9,1311.9
201902130833,1311.5,1311.5,1311.5,1311.5,1311.9,1311.9,1311.9,1311.9
201902130834,1311.5,1311.5,1311.3,1311.3,1311.9,1311.9,1311.7,1311.7
201902130835,1311.3,1311.3,1311.3,1311.3,1311.7,1311.7,1311.7,1311.7
201902130836,1311.3,1311.3,1311.1,1311.2,1311.7,1311.7,1311.5,1311.6
201902130837,1311.2,1311.2,1311.2,1311.2,1311.6,1311.6,1311.6,1311.6
