日時,始値(BID),高値(BID),安値(BID),終値(BID),始値(ASK),高値(ASK),安値(ASK),終値(ASK)
201807110700,1255.9,1256,1255.4,1255.4,1256.4,1256.5,1255.8,1255.8
201807110701,1255.5,1255.6,1255.2,1255.3,1255.9,1256,1255.6,1255.7
201807110702,1255.3,1255.4,1255.2,1255.3,1255.7,1255.8,1255.6,1255.7
201807110703,1255.3,1255.4,1255.3,1255.3,1255.7,1255.8,1255.7,1255.7
201807110704,1255.3,1255.6,1255.3,1255.6,1255.7,1256,1255.7,1256
201807110705,1255.6,1255.9,1255.6,1255.7,1256,1256.3,1256,1256.1
201807110706,1255.7,1255.8,1255.5,1255.8,1256.1,1256.2,1255.9,1256.2
201807110707,1255.8,1255.8,1255.5,1255.7,1256.2,1256.2,1255.9,1256.1
201807110708,1255.7,1255.9,1255.7,1255.8,1256.1,1256.3,1256.1,1256.2
201807110709,1255.8,1255.9,1255.7,1255.9,1256.2,1256.3,1256.1,1256.3
201807110710,1255.9,1255.9,1255.7,1255.8,1256.3,1256.3,1256.1,1256.2
201807110711,1255.8,1255.9,1255.6,1255.6,1256.2,1256.3,1256,1256
201807110712,1255.6,1255.7,1255.5,1255.5,1256,1256.1,1255.9,1255.9
201807110713,1255.5,1255.5,1255.5,1255.5,1255.9,1255.9,1255.9,1255.9
201807110714,1255.5,1255.8,1255.5,1255.8,1255.9,1256.2,1255.9,1256.2
201807110715,1255.8,1255.8,1255.6,1255.6,1256.2,1256.2,1256,1256
201807110716,1255.6,1255.6,1255.5,1255.6,1256,1256,1255.9,1256
201807110717,1255.6,1255.6,1255.4,1255.5,1256,1256,1255.8,1255.9
201807110718,1255.5,1255.5,1255.3,1255.3,1255.9,1255.9,1255.7,1255.7
201807110719,1255.3,1255.3,1255.2,1255.3,1255.7,1255.7,1255.6,1255.7
201807110720,1255.3,1255.3,1255.2,1255.3,1255.7,1255.7,1255.6,1255.7
201807110721,1255.3,1255.4,1255.3,1255.3,1255.7,1255.8,1255.7,1255.7
201807110722,1255.3,1255.4,1255.3,1255.4,1255.7,1255.8,1255.7,1255.8
201807110723,1255.4,1255.4,1255.3,1255.4,1255.8,1255.8,1255.7,1255.8
201807110724,1255.4,1255.4,1255.3,1255.3,1255.8,1255.8,1255.7,1255.7
201807110725,1255.3,1255.4,1255.3,1255.4,1255.7,1255.8,1255.7,1255.8
201807110726,1255.4,1255.5,1255.4,1255.4,1255.8,1255.9,1255.8,1255.8
201807110727,1255.4,1255.5,1255.3,1255.3,1255.8,1255.9,1255.7,1255.7
201807110728,1255.3,1255.3,1255.3,1255.3,1255.7,1255.7,1255.7,1255.7
201807110729,1255.3,1255.3,1255.3,1255.3,1255.7,1255.7,1255.7,1255.7
201807110730,1255.3,1255.3,1255.3,1255.3,1255.7,1255.7,1255.7,1255.7
201807110731,1255.3,1255.3,1255.2,1255.2,1255.7,1255.7,1255.6,1255.6
201807110732,1255.2,1255.2,1255,1255.2,1255.6,1255.6,1255.4,1255.6
201807110733,1255.2,1255.2,1254.9,1254.9,1255.6,1255.6,1255.3,1255.3
201807110734,1254.9,1255,1254.9,1255,1255.3,1255.4,1255.3,1255.4
201807110735,1255,1255.2,1255,1255.1,1255.4,1255.6,1255.4,1255.5
201807110736,1255.1,1255.2,1255,1255.1,1255.5,1255.6,1255.4,1255.5
201807110737,1255.1,1255.1,1254.9,1254.9,1255.5,1255.5,1255.3,1255.3
201807110738,1254.9,1254.9,1254.4,1254.4,1255.3,1255.3,1254.8,1254.8
201807110739,1254.4,1254.5,1254.4,1254.5,1254.8,1254.9,1254.8,1254.9
201807110740,1254.5,1254.5,1254.3,1254.4,1254.9,1254.9,1254.7,1254.8
201807110741,1254.4,1254.4,1254.1,1254.2,1254.8,1254.8,1254.5,1254.6
201807110742,1254.2,1254.3,1254,1254.1,1254.6,1254.7,1254.4,1254.5
201807110743,1254.1,1254.2,1254,1254,1254.5,1254.6,1254.4,1254.4
201807110744,1254,1254,1253.9,1253.9,1254.4,1254.4,1254.3,1254.3
